Model Id,Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
TEQl,2,0.5671197772026062,0.554239809513092,0.7624230980873108,0.7695384621620178
TEQl,3,0.5249367952346802,0.5166852474212646,0.7785000205039978,0.7826153635978699
TEQl,4,0.4921700954437256,0.48392778635025024,0.7935768961906433,0.8041538596153259
TEQl,5,0.46398869156837463,0.47532954812049866,0.8070384860038757,0.8069230914115906
TEQl,6,0.44937506318092346,0.4636334180831909,0.8146538734436035,0.8093846440315247
TEQl,7,0.436128169298172,0.45325496792793274,0.8197692036628723,0.822615385055542
TEQl,8,0.4161906838417053,0.45373401045799255,0.8286923170089722,0.8190768957138062
TEQl,9,0.3977142870426178,0.45604851841926575,0.8379999995231628,0.8258461356163025
TEQl,10,0.3891987204551697,0.4463419020175934,0.8441153764724731,0.8270769119262695
TEQl,11,0.3757183849811554,0.42468684911727905,0.8487692475318909,0.8323076963424683
TEQl,12,0.36702021956443787,0.39486634731292725,0.8522307872772217,0.8475384712219238
TEQl,13,0.36040738224983215,0.42632532119750977,0.8545769453048706,0.8370769023895264
TEQl,14,0.3518182039260864,0.4121932089328766,0.8566538691520691,0.843999981880188
TEQl,15,0.34078449010849,0.4228008985519409,0.8638461828231812,0.8389230966567993
TEQl,16,0.3396950960159302,0.4301457703113556,0.8634615540504456,0.8460000157356262
TEQl,17,0.3251363933086395,0.43447643518447876,0.8715000152587891,0.8396922945976257
TEQl,18,0.3142087459564209,0.40529006719589233,0.8735769391059875,0.8550769090652466
TEQl,19,0.30694493651390076,0.41806167364120483,0.876730740070343,0.8410769104957581
TEQl,20,0.30644938349723816,0.4036494195461273,0.873769223690033,0.8524615168571472
TEQl,21,0.2996860444545746,0.39876994490623474,0.8805384635925293,0.8496922850608826
TEQl,22,0.29579871892929077,0.3973624110221863,0.8830000162124634,0.8579999804496765
LZuJ,0,0.7573481798171997,0.657471239566803,0.6846153736114502,0.725538432598114
LZuJ,1,0.6113128662109375,0.59019935131073,0.7396153807640076,0.7536923289299011
LZuJ,2,0.5739014148712158,0.579435408115387,0.7578846216201782,0.7666153907775879
LZuJ,3,0.5405528545379639,0.5249597430229187,0.7747307419776917,0.7824615240097046
LZuJ,4,0.5046387314796448,0.558876097202301,0.7920769453048706,0.7789230942726135
LZuJ,5,0.4792464077472687,0.505372166633606,0.8020384907722473,0.8007692098617554
LZuJ,6,0.46008339524269104,0.47724732756614685,0.811269223690033,0.8135384321212769
LZuJ,7,0.44819918274879456,0.4693242311477661,0.8181538581848145,0.8073846101760864
LZuJ,8,0.4265689551830292,0.47626787424087524,0.8284230828285217,0.8106153607368469
LZuJ,9,0.41117340326309204,0.47134649753570557,0.8325384855270386,0.8152307868003845
LZuJ,10,0.3992981016635895,0.4625464379787445,0.8389230966567993,0.8167692422866821
LZuJ,11,0.38589560985565186,0.48573192954063416,0.8469615578651428,0.8127692341804504
LZuJ,12,0.37786293029785156,0.4230465292930603,0.8473846316337585,0.8349230885505676
LZuJ,13,0.3731912076473236,0.449431449174881,0.8508076667785645,0.8315384387969971
LZuJ,14,0.3559354245662689,0.46993348002433777,0.8561538457870483,0.8309230804443359
LZuJ,15,0.3566059470176697,0.4464646577835083,0.857692301273346,0.8223077058792114
LZuJ,16,0.34994930028915405,0.43601348996162415,0.8608461618423462,0.8349230885505676
LZuJ,17,0.34317702054977417,0.4214191436767578,0.8652692437171936,0.8443077206611633
LZuJ,18,0.3326350152492523,0.4320933222770691,0.8702307939529419,0.8430769443511963
LZuJ,19,0.32542699575424194,0.4407312273979187,0.8719615340232849,0.8350769281387329
LZuJ,20,0.32590216398239136,0.43554916977882385,0.8723846077919006,0.8433846235275269
LZuJ,21,0.31526386737823486,0.4326167404651642,0.876730740070343,0.8467692136764526
LZuJ,22,0.3000899851322174,0.4599834680557251,0.8824999928474426,0.8412307500839233
LZuJ,23,0.3068321943283081,0.43857306241989136,0.8786153793334961,0.842923104763031
LZuJ,24,0.3027227818965912,0.4243760406970978,0.8811923265457153,0.8432307839393616
LZuJ,25,0.29348722100257874,0.4316380023956299,0.885692298412323,0.8507692217826843
LZuJ,26,0.2916439175605774,0.425496906042099,0.8870384693145752,0.845230758190155
LZuJ,27,0.2840188443660736,0.4878116846084595,0.8886538743972778,0.8367692232131958
wqUr,0,0.7893233299255371,0.6521434783935547,0.6699230670928955,0.7241538166999817
wqUr,1,0.6239975690841675,0.6123137474060059,0.7363846302032471,0.7483077049255371
wqUr,2,0.5725700855255127,0.5763828754425049,0.7596538662910461,0.7529230713844299
wqUr,3,0.5335291028022766,0.5575004816055298,0.7752307653427124,0.767230749130249
wqUr,4,0.508508026599884,0.535172700881958,0.785076916217804,0.7784615159034729
wqUr,5,0.48267802596092224,0.5129947662353516,0.8009230494499207,0.7918461561203003
wqUr,6,0.469512015581131,0.5030522346496582,0.8039615154266357,0.7846153974533081
wqUr,7,0.449778288602829,0.4671857953071594,0.8131153583526611,0.8059999942779541
wqUr,8,0.435261607170105,0.4686834514141083,0.8204230666160583,0.7978461384773254
wqUr,9,0.42083320021629333,0.49863800406455994,0.8272692561149597,0.7986153960227966
wqUr,10,0.41333046555519104,0.4214010536670685,0.8286153674125671,0.8232307434082031
wqUr,11,0.40061330795288086,0.4498479962348938,0.8362692594528198,0.8230769038200378
wqUr,12,0.3950474262237549,0.4340420365333557,0.8408461809158325,0.8264615535736084
wqUr,13,0.37915048003196716,0.44505202770233154,0.844730794429779,0.8207692503929138
wqUr,14,0.3683406412601471,0.43166929483413696,0.8495000004768372,0.8261538743972778
wqUr,15,0.36775198578834534,0.41997602581977844,0.8528845906257629,0.8373846411705017
wqUr,16,0.35579439997673035,0.41913434863090515,0.8566923141479492,0.8346154093742371
wqUr,17,0.3499985635280609,0.40459877252578735,0.8608077168464661,0.8390769362449646
wqUr,18,0.3410598039627075,0.4052188992500305,0.8628846406936646,0.8406153917312622
wqUr,19,0.3343654274940491,0.42454788088798523,0.8661538362503052,0.8435384631156921
wqUr,20,0.32928726077079773,0.4036131203174591,0.867884635925293,0.8390769362449646
wqUr,21,0.3283592760562897,0.41439059376716614,0.8694999814033508,0.8373846411705017
wqUr,22,0.33291301131248474,0.40235674381256104,0.8687307834625244,0.847076952457428
wqUr,23,0.3240940272808075,0.40115535259246826,0.8713076710700989,0.8432307839393616
wqUr,24,0.3069882094860077,0.38250482082366943,0.8768461346626282,0.8526153564453125
wqUr,25,0.30632638931274414,0.40937623381614685,0.8776922821998596,0.8443077206611633
wqUr,26,0.31053632497787476,0.4007427990436554,0.8754615187644958,0.8507692217826843
wqUr,27,0.30486583709716797,0.40928953886032104,0.8777307868003845,0.8510769009590149
wqUr,28,0.29325738549232483,0.4021679162979126,0.8806923031806946,0.8507692217826843
wqUr,29,0.30114200711250305,0.3838443458080292,0.8797692060470581,0.86015385389328
wqUr,30,0.28616249561309814,0.3892112374305725,0.8847692012786865,0.8519999980926514
wqUr,31,0.28149670362472534,0.42027875781059265,0.8871153593063354,0.8438461422920227
wqUr,32,0.27946558594703674,0.4551248848438263,0.8895384669303894,0.8379999995231628
wqUr,33,0.29114148020744324,0.41639336943626404,0.8835769295692444,0.8513846397399902
wqUr,34,0.2769557237625122,0.4159207046031952,0.8908846378326416,0.8509230613708496
KBoa,0,0.764936625957489,0.6997910737991333,0.6770769357681274,0.7080000042915344
KBoa,1,0.6261385083198547,0.6024124622344971,0.73515385389328,0.7415384650230408
KBoa,2,0.5846405029296875,0.5812564492225647,0.7586538195610046,0.7558461427688599
KBoa,3,0.541607141494751,0.5527472496032715,0.772615373134613,0.7758461833000183
KBoa,4,0.5137170553207397,0.5375851392745972,0.7823846340179443,0.7741538286209106
KBoa,5,0.4932258725166321,0.5061012506484985,0.7963076829910278,0.7832307815551758
KBoa,6,0.4716869592666626,0.4979822635650635,0.8043461441993713,0.7938461303710938
KBoa,7,0.4657846987247467,0.47355660796165466,0.8086153864860535,0.8083077073097229
KBoa,8,0.45239073038101196,0.48115274310112,0.8158845901489258,0.8044615387916565
KBoa,9,0.43692725896835327,0.5123895406723022,0.8216153979301453,0.7915384769439697
KBoa,10,0.4275705814361572,0.4594283401966095,0.8245384693145752,0.814307689666748
KBoa,11,0.4141518473625183,0.4806711971759796,0.8296923041343689,0.8175384402275085
KBoa,12,0.40555793046951294,0.47232216596603394,0.8363461494445801,0.8133845925331116
KBoa,13,0.39142361283302307,0.4639606475830078,0.840499997138977,0.8201538324356079
KBoa,14,0.3913489580154419,0.4456603527069092,0.8424999713897705,0.829230785369873
KBoa,15,0.38035473227500916,0.4459918439388275,0.8463846445083618,0.8270769119262695
KBoa,16,0.3752708435058594,0.4417087137699127,0.8472307920455933,0.8256922960281372
KBoa,17,0.38254135847091675,0.45530375838279724,0.8495384454727173,0.8329230546951294
KBoa,18,0.36001476645469666,0.4284070134162903,0.8573076725006104,0.8379999995231628
KBoa,19,0.35456582903862,0.4305608570575714,0.8579615354537964,0.8352307677268982
KBoa,20,0.3568631708621979,0.44153380393981934,0.8594615459442139,0.8335384726524353
KBoa,21,0.34338873624801636,0.42905473709106445,0.862500011920929,0.8339999914169312
KBoa,22,0.3418424725532532,0.4133976995944977,0.8628846406936646,0.8476923108100891
KBoa,23,0.3350863754749298,0.4410003125667572,0.8652692437171936,0.8335384726524353
KBoa,24,0.3287777602672577,0.4343540072441101,0.8690769076347351,0.8396922945976257
KBoa,25,0.32766270637512207,0.4507030248641968,0.8684999942779541,0.8258461356163025
KBoa,26,0.32772013545036316,0.43349775671958923,0.8716538548469543,0.8401538729667664
KBoa,27,0.32685586810112,0.4183453321456909,0.8733845949172974,0.8424615263938904
KBoa,28,0.32389891147613525,0.4298098683357239,0.873192310333252,0.839846134185791
KBoa,29,0.3116956353187561,0.4275098145008087,0.876153826713562,0.8466153740882874
KBoa,30,0.30705663561820984,0.4118754267692566,0.8760769367218018,0.8560000061988831
KBoa,31,0.3041931390762329,0.41384610533714294,0.879230797290802,0.8466153740882874
KBoa,32,0.29399609565734863,0.4184902608394623,0.8825769424438477,0.8503077030181885
KBoa,33,0.2957843542098999,0.4073564112186432,0.8824999928474426,0.8524615168571472
KBoa,34,0.2884165048599243,0.4385351240634918,0.8835769295692444,0.8495384454727173
KBoa,35,0.28964293003082275,0.41664761304855347,0.8853846192359924,0.8563076853752136
KBoa,36,0.28485390543937683,0.4308029115200043,0.8871538639068604,0.8501538634300232
KBoa,37,0.28602084517478943,0.43863436579704285,0.8861923217773438,0.8516923189163208
KBoa,38,0.2804713845252991,0.4363515377044678,0.888115406036377,0.8538461327552795
KBoa,39,0.27881380915641785,0.45264723896980286,0.8901538252830505,0.8447692394256592
KBoa,40,0.27816078066825867,0.41683632135391235,0.8897692561149597,0.8536922931671143
KBoa,41,0.27542269229888916,0.43343862891197205,0.8905384540557861,0.850615382194519
KBoa,42,0.26929038763046265,0.4794588088989258,0.8939231038093567,0.8472307920455933
KBoa,43,0.26837554574012756,0.43669822812080383,0.8935384750366211,0.8530769348144531
l6tG,0,0.834826648235321,0.6717297434806824,0.6534615159034729,0.7143076658248901
l6tG,1,0.6413187384605408,0.6108903884887695,0.7278845906257629,0.7426154017448425
l6tG,2,0.590319812297821,0.5905231237411499,0.7506153583526611,0.7523077130317688
l6tG,3,0.5585148930549622,0.5553098320960999,0.7664615511894226,0.7733846306800842
l6tG,4,0.541312038898468,0.5675612092018127,0.7739615440368652,0.7644615173339844
l6tG,5,0.5174587965011597,0.5259227156639099,0.7830769419670105,0.7861538529396057
l6tG,6,0.5012224316596985,0.5307705998420715,0.7912692427635193,0.7876923084259033
l6tG,7,0.4886349141597748,0.5202349424362183,0.7985384464263916,0.7921538352966309
l6tG,8,0.4859723448753357,0.5336605906486511,0.7973461747169495,0.7861538529396057
l6tG,9,0.4597344994544983,0.5085553526878357,0.8099615573883057,0.7973846197128296
l6tG,10,0.45177531242370605,0.5065373182296753,0.8154615163803101,0.8015384674072266
l6tG,11,0.44567862153053284,0.48466405272483826,0.8188077211380005,0.8095384836196899
l6tG,12,0.4294055700302124,0.5015169978141785,0.8214230537414551,0.8116922974586487
l6tG,13,0.4251856207847595,0.4994615316390991,0.8252307772636414,0.7987692356109619
l6tG,14,0.41538727283477783,0.4648923873901367,0.828000009059906,0.8169230818748474
l6tG,15,0.4110759198665619,0.48048222064971924,0.8312692046165466,0.8121538758277893
l6tG,16,0.4033152163028717,0.4601970314979553,0.8348076939582825,0.8166154026985168
l6tG,17,0.4007272720336914,0.46394404768943787,0.8357692360877991,0.8124615550041199
l6tG,18,0.39296412467956543,0.4540991485118866,0.8390384912490845,0.8240000009536743
l6tG,19,0.38939377665519714,0.4771806299686432,0.8407307863235474,0.8110769391059875
l6tG,20,0.38591015338897705,0.4466592073440552,0.8410769104957581,0.8241538405418396
l6tG,21,0.3769514262676239,0.46464404463768005,0.8457307815551758,0.8164615631103516
l6tG,22,0.373807817697525,0.4495464265346527,0.8452692031860352,0.8169230818748474
l6tG,23,0.36853528022766113,0.4899234473705292,0.8483846187591553,0.8256922960281372
l6tG,24,0.36677438020706177,0.4988771378993988,0.8490384817123413,0.822615385055542
l6tG,25,0.3598387539386749,0.4801335632801056,0.8529999852180481,0.8312307596206665
l6tG,26,0.358674556016922,0.4883243441581726,0.8522307872772217,0.8207692503929138
l6tG,27,0.35503950715065,0.4926482141017914,0.8525000214576721,0.8233846426010132
l6tG,28,0.35068386793136597,0.4772526025772095,0.8556153774261475,0.835692286491394
l6tG,29,0.34323203563690186,0.4958341419696808,0.8600384593009949,0.8259999752044678
l6tG,30,0.3463941216468811,0.4787522554397583,0.8585384488105774,0.8315384387969971
jQpq,0,0.8231778144836426,0.6518214344978333,0.6574230790138245,0.7321538329124451
jQpq,1,0.6328315138816833,0.6067121028900146,0.7283846139907837,0.75
jQpq,2,0.5807641744613647,0.6080836653709412,0.7554615139961243,0.7526153922080994
jQpq,3,0.5557294487953186,0.5427974462509155,0.7657307982444763,0.7804615497589111
jQpq,4,0.5264245867729187,0.5509631633758545,0.7801923155784607,0.7770769000053406
jQpq,5,0.5112395286560059,0.5080905556678772,0.7891923189163208,0.7947692275047302
jQpq,6,0.4953767657279968,0.513976514339447,0.7921153903007507,0.797076940536499
jQpq,7,0.47827261686325073,0.5089719295501709,0.8007307648658752,0.7992307543754578
jQpq,8,0.46809178590774536,0.46969395875930786,0.8020769357681274,0.8133845925331116
jQpq,9,0.4536222219467163,0.47710487246513367,0.8131153583526611,0.8144615292549133
jQpq,10,0.4444044530391693,0.46721115708351135,0.8168076872825623,0.8176922798156738
jQpq,11,0.4333503544330597,0.4872761368751526,0.8226538300514221,0.8009230494499207
jQpq,12,0.42780303955078125,0.4833841025829315,0.8228846192359924,0.8106153607368469
jQpq,13,0.41543734073638916,0.45771855115890503,0.8303846120834351,0.8181538581848145
jQpq,14,0.4105612635612488,0.4687081575393677,0.8298845887184143,0.8224615454673767
jQpq,15,0.4103620648384094,0.4629053473472595,0.8324230909347534,0.8220000267028809
jQpq,16,0.40272262692451477,0.4517146944999695,0.8370769023895264,0.8270769119262695
jQpq,17,0.40238678455352783,0.44178012013435364,0.836884617805481,0.832153856754303
jQpq,18,0.39756929874420166,0.45620113611221313,0.8396154046058655,0.8241538405418396
jQpq,19,0.3870183229446411,0.4516844153404236,0.8413076996803284,0.8243076801300049
jQpq,20,0.3815542757511139,0.4487204849720001,0.8447692394256592,0.8355384469032288
jQpq,21,0.3746417760848999,0.45228564739227295,0.8460384607315063,0.8283076882362366
jQpq,22,0.3789803683757782,0.4319804310798645,0.8436923027038574,0.8390769362449646
jQpq,23,0.37417057156562805,0.4648824632167816,0.8472307920455933,0.8166154026985168
jQpq,24,0.3703019917011261,0.453259140253067,0.8510769009590149,0.8366153836250305
jQpq,25,0.3667266070842743,0.43437209725379944,0.8517307639122009,0.8347692489624023
jQpq,26,0.3621119260787964,0.4680233597755432,0.853038489818573,0.8186153769493103
jQpq,27,0.35627442598342896,0.43739521503448486,0.8555384874343872,0.8390769362449646
jQpq,28,0.35626816749572754,0.44481024146080017,0.8575384616851807,0.8329230546951294
jQpq,29,0.35260841250419617,0.4296744763851166,0.8581923246383667,0.8413845896720886
jQpq,30,0.34360164403915405,0.44989147782325745,0.8622692227363586,0.8343076705932617
jQpq,31,0.34365832805633545,0.4514663815498352,0.8600000143051147,0.828000009059906
jQpq,32,0.35080334544181824,0.45350518822669983,0.8601922988891602,0.8201538324356079
jQpq,33,0.3452620208263397,0.47193533182144165,0.8621538281440735,0.8304615616798401
jQpq,34,0.34016090631484985,0.4610137939453125,0.8631923198699951,0.8296923041343689
jQpq,35,0.33244869112968445,0.4702683687210083,0.8659999966621399,0.8303077220916748
jQpq,36,0.33431190252304077,0.4514780044555664,0.8673461675643921,0.8364615440368652
jQpq,37,0.32945409417152405,0.43301618099212646,0.8681153655052185,0.837538480758667
jQpq,38,0.331299364566803,0.42071041464805603,0.8664615154266357,0.8453845977783203
jQpq,39,0.32445305585861206,0.4106457233428955,0.8696538209915161,0.8443077206611633
jQpq,40,0.32696443796157837,0.44618502259254456,0.86911541223526,0.8343076705932617
jQpq,41,0.3221169114112854,0.438808411359787,0.8699615597724915,0.8389230966567993
jQpq,42,0.32149356603622437,0.4390929937362671,0.8700384497642517,0.8436923027038574
jQpq,43,0.31941545009613037,0.44267022609710693,0.8695384860038757,0.8461538553237915
jQpq,44,0.3222934901714325,0.476825088262558,0.8711153864860535,0.8315384387969971
jQpq,45,0.3160608112812042,0.4632108509540558,0.8741538524627686,0.8384615182876587
jQpq,46,0.3202032744884491,0.4599638283252716,0.8736538290977478,0.8341538310050964
jQpq,47,0.3252007067203522,0.46015140414237976,0.8721538186073303,0.8413845896720886
jQpq,48,0.31265464425086975,0.4561881721019745,0.8756923079490662,0.8458461761474609
jQpq,49,0.3061886429786682,0.45477572083473206,0.8789615631103516,0.8381538391113281
rYPC,0,0.8726516962051392,0.6975194811820984,0.638692319393158,0.7099999785423279
rYPC,1,0.6520246863365173,0.6172396540641785,0.7218077182769775,0.734000027179718
rYPC,2,0.5971447825431824,0.5842457413673401,0.7455384731292725,0.756615400314331
rYPC,3,0.5665153861045837,0.5770963430404663,0.7592692375183105,0.7590768933296204
rYPC,4,0.5437406301498413,0.541327953338623,0.7728461623191833,0.7776923179626465
rYPC,5,0.5237617492675781,0.5679682493209839,0.7829999923706055,0.7695384621620178
rYPC,6,0.5100743770599365,0.5259555578231812,0.786884605884552,0.780923068523407
rYPC,7,0.4887821078300476,0.5175098776817322,0.799423098564148,0.7872307896614075
rYPC,8,0.47759804129600525,0.5221567153930664,0.803615391254425,0.7870769500732422
rYPC,9,0.46429216861724854,0.5069514513015747,0.8090384602546692,0.7975384593009949
rYPC,10,0.45579880475997925,0.47825315594673157,0.8121153712272644,0.8038461804389954
rYPC,11,0.4400167167186737,0.4921998083591461,0.8197692036628723,0.8095384836196899
rYPC,12,0.4308243691921234,0.4775201976299286,0.8247307538986206,0.8106153607368469
rYPC,13,0.4228031039237976,0.46994203329086304,0.8259615302085876,0.8173846006393433
rYPC,14,0.41069933772087097,0.46199628710746765,0.8311153650283813,0.8233846426010132
rYPC,15,0.41059502959251404,0.474511057138443,0.8324230909347534,0.8166154026985168
rYPC,16,0.40237581729888916,0.46632012724876404,0.8368076682090759,0.8236923217773438
rYPC,17,0.3988932967185974,0.4573274254798889,0.8360384702682495,0.8273845911026001
rYPC,18,0.3923686146736145,0.45773592591285706,0.8421538472175598,0.8227692246437073
rYPC,19,0.3866505026817322,0.46601030230522156,0.8409230709075928,0.8255384564399719
rYPC,20,0.38369977474212646,0.4499397575855255,0.8447692394256592,0.8253846168518066
rYPC,21,0.3822871446609497,0.44156602025032043,0.8451153635978699,0.8299999833106995
rYPC,22,0.37789472937583923,0.45868149399757385,0.8475000262260437,0.8276923298835754
rYPC,23,0.37406137585639954,0.4390814006328583,0.8473846316337585,0.8366153836250305
rYPC,24,0.36799153685569763,0.45041653513908386,0.8506538271903992,0.834461510181427
rYPC,25,0.36544269323349,0.4254583716392517,0.851807713508606,0.837538480758667
rYPC,26,0.3586611747741699,0.43609002232551575,0.858269214630127,0.8395384550094604
rYPC,27,0.35883408784866333,0.45096853375434875,0.8562307953834534,0.8364615440368652
rYPC,28,0.35501158237457275,0.429752379655838,0.8552692532539368,0.8376923203468323
rYPC,29,0.35832732915878296,0.4262588620185852,0.8533461689949036,0.8430769443511963
rYPC,30,0.34246253967285156,0.42584362626075745,0.8610769510269165,0.8444615602493286
rYPC,31,0.34261244535446167,0.4257849454879761,0.8635769486427307,0.8412307500839233
rYPC,32,0.3425518572330475,0.43239110708236694,0.8618461489677429,0.8406153917312622
rYPC,33,0.3417355418205261,0.5197806358337402,0.8622692227363586,0.828000009059906
rYPC,34,0.34000465273857117,0.5042264461517334,0.8645769357681274,0.8424615263938904
rYPC,35,0.3414914011955261,0.4865609109401703,0.8628461360931396,0.8435384631156921
pCDT,0,0.7962691783905029,0.6636708378791809,0.6671153903007507,0.7235384583473206
pCDT,1,0.6266546845436096,0.6081551313400269,0.7340769171714783,0.7452307939529419
pCDT,2,0.5836597681045532,0.5606955885887146,0.755307674407959,0.7739999890327454
pCDT,3,0.5445173382759094,0.5339056253433228,0.7698461413383484,0.7884615659713745
pCDT,4,0.5240781903266907,0.5228931307792664,0.7810769081115723,0.7849230766296387
pCDT,5,0.5034124255180359,0.5087937116622925,0.7904999852180481,0.7943077087402344
pCDT,6,0.4903104305267334,0.5216538310050964,0.7954230904579163,0.7943077087402344
pCDT,7,0.4748668372631073,0.4918995201587677,0.8043076992034912,0.8040000200271606
pCDT,8,0.46216800808906555,0.47794002294540405,0.8110384345054626,0.8152307868003845
pCDT,9,0.44781506061553955,0.4987993538379669,0.8156153559684753,0.8072307705879211
pCDT,10,0.4375481903553009,0.49813854694366455,0.8195000290870667,0.8067692518234253
pCDT,11,0.431414932012558,0.48120567202568054,0.822538435459137,0.8095384836196899
pCDT,12,0.42240241169929504,0.4778021574020386,0.8262692093849182,0.8146153688430786
pCDT,13,0.4207293391227722,0.47061052918434143,0.8253076672554016,0.8192307949066162
